
Organisation for Economic Co-operation and Development 

OECD Existing Chemicals Database
	
Click on an item ...

    Home
    Search
    SIDS contacts
    Sponsored chemicals
    Category chemicals
    Help

 
Reports

    Overall Status
    All Sponsored Substances
    Publications

 

	
List of all chemicals

CAS number	Chemical Name	Synonyms
92062-02-7	Residues (petroleum), solvent ext. fractionation	Residues petroleum solvent ext. fractionation
92062-05-0	Residues (petroleum), thermal cracked vacuum	Residues petroleum thermal cracked vacuum
92062-09-4	Slack wax (petroleum), hydrotreated	 
92062-10-7	Slack wax (petroleum), low-melting	 
92062-12-9	Slimes and Sludges, petroleum refining	 
92062-15-2	Solvent naphtha (petroleum), hydrotreated light naphthenic	 
92062-35-6	White mineral oil (petroleum), light	 
92112-69-1	Hexane, branched and linear	 
92113-25-2	Chestnut, ext., sulfonated	 
92128-68-2	Hydrocarbons, C5, ethylene-manuf.-by-product, hydrogenated	Hydrocarbons, C5, ethylene-manuf.-by-product, hydr
92128-94-4	Hydrocarbons, C8-12, catalytic-cracking, chem. neutralized	Hydrocarbons, C8-12, catalytic-cracking, chem. neu
92129-57-2	Slimes and Sludges, copper electrolytic refining, decopperiz, Ni sulfate	Slimes and Sludges, copper electrolytic refining,
92201-59-7	Distillates (petroleum), intermed. catalytic thermal cracked	Distillates petroleum intermediate catalytic therm
92201-60-0	Distillates (petroleum), light catalytic cracked degraded	Distillates petroleum light catalytic cracked degr
92469-33-5	Titanium, tetrakis[2-(dimethylamino-.kappa.N)ethanolato-.kappa.O]-	 
92623-43-3	Benzenesulfonic acid, hydroxy-, reaction products with formaldehyde and urea, ammonium salts	 
92704-41-1	Kaolin, calcined	 
92797-42-7	Bauxite (Al2O3.xH2O), calcined	 
92969-86-3	Formaldehyde, reaction products with 4,4'-sulfonylbis[phenol] disodium salt	 
93028-29-6	Benzenesulfonic acid, C10-60-alkyl derivs., magnesium salts	Benzenesulfonic acid, C10-60-alkyl derivs., magnes
93050-80-7	C.I. Reactive yellow 145	 
93165-19-6	Distillates (petroleum), C6-rich	Distillates petroleum C6-rich
93165-55-0	Naphtha (petroleum), light steam-cracked, hydrogenated	 
93165-89-0	Ethanol, 2-(2-(2-methoxyethoxy)ethoxy) ester with boric acid	Ethanol, 2-(2-(2-methoxyethoxy)ethoxy) ester with
93334-15-7	Fatty acids, tallow, reaction products with triethanolamine, di-Me sulfate-quaternized	Fatty acids, tallow, reaction products with trieth
93334-39-5	Oils, palm, oleins	 
93384-22-6	Glutens, wheat	 
93571-75-6	Aromatic hydrocarbons, C7-12, C8-rich	 
93572-29-3	Gasoline, C5-11, high octane stabilized reformed	 
93572-35-1	Hydrocarbons, C7-12, C>9-arom.-rich, reform heavy fraction	Hydrocarbons, C7-12, C>9-arom.-rich, reform heavy
93572-57-7	Petroleum products, C>5, reclaimed, wastewater treatment	Petroleum products, C>5, reclaimed, wastewater tre
93685-78-0	Hydrocarbons, C4, 1,3-butadiene-free, polymd., dibutylene fraction, hydrogenated	Hydrocarbons, C4, 1,3-butadiene-free, polymd., dib
93685-80-4	Hydrocarbons, C4, 1,3-butadiene-free, polymd., tetraisobutylene fraction, hydrogenated	Hydrocarbons, C4, 1,3-butadiene-free, polymd., tet
93685-81-5	Hydrocarbons, C4, 1,3-butadiene-free, polymd., triisobutylene fraction, hydrogenated	Hydrocarbons, C4, 1,3-butadiene-free, polymd., tri
93686-02-3	Petroleum products, pyrolytic oils, distn. residues, polycyclic arom.	Petroleum products, pyrolytic oils, distn. residue
93686-14-7	Sulfonic acids, C14-alkane hydroxy and C14-alkene, sodium salts	 
93762-77-7	Alkenes, C11-14	 
93762-80-2	Alkenes, C15-18	 
93763-21-4	Fatty acids, montan-wax, esters with 1,3-butanediol, Ca salt	Fatty acids, montan-wax, esters with 1,3-butanedio
93763-33-8	Hydrocarbons, C6-11, hydrotreated, dearomatized	 
93763-35-0	Hydrocarbons, C9-16, hydrotreated, dearomatized	 
93763-51-0	Montan wax, ext.	 
93763-87-2	Slags, lead-zinc smelting	 
93763-88-3	Soaps, manuf. of, glycerol-caustic wastes from	 
93763-98-5	Waste solids, galvanizing, iron-zinc compd.	 
93819-94-4	Zinc bis[O-(6-methylheptyl)] bis[O-(sec-butyl)] bis(dithiophosphate)	Zinc, dithiophosphate di-(6-methylheptyl) di-(sec-butyl)
93820-54-3	Benzenesulfonic acid, di-C10-18-alkyl derivs.	 
93820-57-6	Benzenesulfonic acid, di-C10-18-alkyl, calcium salts	Benzenesulfonic acid, di-C10-18-alkyl, calcium sal
93821-11-5	Alcohols, C9-11-branched and linear, C10-rich	 
93821-12-6	Alkenes, C10-14-branched and linear, C12-rich	 
93821-31-9	Aromatic hydrocarbons(C=9-10)	 
93821-47-7	Flue gases, lead-zinc blast furnace	 
93821-66-0	Residual oils (petroleum)	Residual oils petroleum
93821-69-3	Slags, aluminium-alloy	 
93821-70-6	Slimes & Sludges, lead-zinc blast furnace, offgas wet cleaning	Slimes & Sludges, lead-zinc blast furnace, offgas
93841-74-8	Diethylene triamine penta(methylene phosphonic acid), 6Na Salt	 
93841-75-9	Diethylene triamine penta(methylene phosphonic acid), 9Na Salt	 
93841-76-0	Diethylene triamine penta(methylene phosphonic acid), 10Na Salt	 
93924-07-3	Alkanes, C10-14	 
93924-10-8	Alkenes, C20-24 alpha-	 
93924-11-9	Alkenes, C24-28, alpha-	 
93924-33-5	Gas oils paraffinic	 
93924-63-1	Naphthalenesulfonic acids, reaction products with formaldehyde, ammonium salts	Naphthalenesulfonic acids, prod with HCHO, ammoniu
93924-64-2	Naphthalenesulfonic acids, reaction products with formaldehyde and sulfonylbis[phenol], sodium salts	Naphthalenesulfonic acids, prods with HCHO, sodium
93925-37-2	2-Propenoic acid, butyl ester, reaction products with butadiene, sulfur and tri-Ph phosphite	Acrylic acid, butyl ester, reaction products with butadi
93962-62-0	Ethanol, 2,2’-[(9Z)-9-octadecenyloxidoimino]bis-	 
93965-02-7	4,4'-bis[[4-[bis(2-hydroxyethyl)amino]-6-[(4-sulphophenyl)amino]-1,3,5-triazin-2-yl]amino]stilbene-2,2'-disulphonic acid, sodium salt, compound with 2,2'-iminodiethanol	 
94021-23-5	Amino tris(methylenephosphonic acid), 4Na Salt	 
94094-87-8	Naphthalenesulfonic acids, reaction products with formaldehyde and sulfonylbis[phenol], ammonium salts	 
94094-93-6	Benzene, mono-C10-13-alkyl derivs., fractionation bottoms, heavy ends	Benzene, mono-C10-13-alkyl derivs., fractionation
94094-94-7	Benzene, mono-C12-18-branched alkyl derivs.	 
94108-97-1	2-Propenoic acid, 2-[[2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]butoxy]methyl]-2-ethyl-1,3-propanediyl ester	 
94114-03-1	Gasoline, pyrolysis, hydrogenated	 
94114-19-9	Residues calcium sulfate-contg., flue gas wet-desulfurized	Residues calcium sulfate-contg., flue gas wet-desu
94114-25-7	Slimes and Sludges, power-plant cooling water softening, calcium carbonate-contg.	 
94248-38-1	3a,4,5,6,7,7a-Hexahydro-4,7-methano-inden-5-yl-oxyacetaldehy	3a,4,5,6,7,7a-hexahydro-4,7-methano-inden-5-yl-oxy
94277-04-0	Iron, compound with molybdenum (2:3)	 
94279-56-8	Zirconium (IV) silicate, prods. with sodium hydroxide	Zirconium (IV) silicate, prods. with sodium hydrox
94279-57-9	Zirconium (IV) silicate, hydrol. prods with hydroxide	Zirconium (IV) silicate, hydrol. prods with hydrox
94317-64-3	Phosphorothioic triamide, N-butyl-	 
94551-59-4	Copper, dross	 
94551-62-9	Calcines, lead-zinc ore conc.	 
94551-67-4	Glass, oxide, calcium magnesium potassium sodium phosphosilicate	 
94551-70-9	Leach residues, cadmium-contg. flue dust	 
94551-72-1	Leach residues, copper-lead	 
94551-74-3	Matte, copper-lead	 
94551-78-7	Residues, lead smelting wastewater treatment	Residues lead smelting wastewater treatment
94551-79-8	Residues, lead-zinc smelting wastewater treatment	Residues lead-zinc smelting wastewater treatment
94551-83-4	Slags, cast iron-manufg.	 
94551-85-6	Slags, magnesium alloy-manufg.	 
94551-91-4	Slimes and Sludges, pickling liquor, neutralized	 
94551-93-6	Slimes and Sludges, steel rolling	 
94551-99-2	Wastes, lead battery reprocessing	 
94552-06-4	Leach residues, zinc ore, silver-contg.	 
94581-15-4	Resin & Rosin acids, fumarated, esters with pentaerythritol	Resin & Rosin acids, fumarated, esters with pentae
94624-12-1	Pentanol, branched and linear	 
94733-07-0	Distillates (petroleum), cracked ethylene manuf. by-product, C9-10 fraction	 
94733-09-2	Distillates (petroleum), solvent-refined hydrocracked light	Distillates petroleum solvent-refined hydrocracked
94891-31-3	Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, chlorides, compounds with hectorite	 
94891-33-5	Quaternary ammonium compounds, benzyl(hydrogenated tallow alkyl)dimethyl, salts with hectorite	 
94987-75-4	Diethylene triamine penta(methylene phosphonic acid), 2Na Salt	 
94987-76-5	Diethylene triamine penta(methylene phosphonic acid), Na Salt	 
94987-77-6	Diethylene triamine penta(methylene phosphonic acid), 4Na Salt	 
95009-66-8	Rosin, tall-oil, fumarated, reaction prods.with formaldehyde	Rosin tall-oil fumarated, reaction prods. with for
95015-06-8	Diethylene triamine penta(methylene phosphonic acid), 3Na Salt	 
95183-54-3	Diethylene triamine penta(methylene phosphonic acid), 8Na Salt	 
95251-52-8	Benzoic acid, 3-[2-chloro-4-(trifluoromethyl)phenoxy]-, sodium salt	 
95370-96-0	Fatty acids, C14-22, 2-ethylhexyl esters, epoxidized	Fatty acids, C14-22, 2-ethylhexyl esters, epoxidiz
95371-08-7	Hydrocarbons, C37-65, hydrotreated deasphalted vacuum distn. residues	Hydrocarbons, C37-65, hydrotreated deasphalted vac
95465-89-7	Hydrocarbons, C4, 1,3-butadiene- and isobutene-free	Hydrocarbons, C4, 1,3-butadiene- and isobutene-fre
95465-91-1	Hydrocarbons, C4, butane conc., n-butene-contg.	 
95823-36-2	Carboxylic acids, C6-8-neo-	 
95912-86-0	Fatty acids, C8-10, C12-18-alkyl esters	 
95912-87-1	Fatty acids, C16-18, C12-18-alkyl esters	 
95912-88-2	Fatty acids, C16-18, isotridecyl esters	 
96690-55-0	Tar acids, distn. residues	 
96690-57-2	Waste solids, aluminium oxide electrolysis, cathodic	Waste solids, aluminium oxide electrolysis, cathod
96690-75-4	Sulfuric acid, mono-C12-14-alkyl esters, ammonium salts, compds. with triethanolamine (C12-14 ASO4 TEA)	 
96992-71-1	Hydroxylamine, O-[(2E)-3-chloro-2-propenyl]-, hydrochloride	 
97280-83-6	Dodecene, branched	 
97280-96-1	Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, chlorides, compounds with hectorite	 
97404-27-8	Fatty acids, C12-16	 
97488-74-9	Distillates (petroleum), solvent-refined hydrogenated heavy	Distillates petroleum solvent-refined hydrogenated
97488-75-0	Extracts (petroleum), hydrocracked heavy solvent	Extracts petroleum hydrocracked heavy solvent
97552-91-5	Alcohols, C18-22	 
97552-93-7	Alcohols, C12-14, reaction products with dimethylamine	Alcohols, C12-14, reaction products with dimethyla
97552-94-8	Alkenes, C10-18, hydroformylation products, distn. Lights	 
97592-76-2	Hexadecanol, branched	 
97592-99-9	Alkenes, C6-8-branched, C7-rich	 
97593-00-5	Alkenes, C7-9-branched, C8-rich	 
97593-01-6	Alkenes, C8-10-branched, C9-rich	 
97593-29-8	Glycerides, C8-21 and C8-21-unsatd. mono- and di-	 
97659-48-8	Benzene, C10-13-alkyl derivs., distn. residues, olefinic	Benzene, C10-13-alkyl derivs., distn. residues, ol
97675-24-6	Benzene, C9-13-alkyl derivs., distn. residues, sulfonated, calcium salts	 
97675-85-9	Hydrocarbons C16-20 hydrotreated middle distillate, distn. Lights	 
97675-86-0	Hydrocarbons, C12-20, hydrotreated paraffinic, distn. light	Hydrocarbons, C12-20, hydrotreated paraffinic, dis
97722-01-5	Gas oils, light naphthenic vacuum	Gas oils light naphthenic vacuum
97722-02-6	Glycerides, tall-oil mono-, di-, and tri-	 
97722-07-1	Hydrocarbons, C11-17, naphthenic middle	 
97722-08-2	Hydrocarbons, C11-17, solvent-extd. light naphthenic	Hydrocarbons, C11-17, solvent-extd. light naphthen
97862-66-3	Bentonite, calcian	 
97862-89-0	Paraffin waxes (petroleum), carbon-treated	Paraffin waxes petroleum carbon-treated
97862-97-0	Petrolatum (petroleum), carbon-treated	 
97926-59-5	Gas oils (petroleum), light vacuum, thermal-cracked hydrodesulfurized	 
97926-95-9	Slags, silver-smelting	 
97952-68-6	Quaternary ammonium compounds, benzylbis(hydrogenated tallow alkyl)methyl, salts with montmorillonite	Quaternary ammonium compounds, benzylbis(hydrogena
98072-31-2	Alkenes, C7-9, hydroformylation products, distn. residues, heavy cracked fraction	Alkenes, C7-9, hydroformylation products, distn. r
98072-36-7	Aromatic hydrocarbons, distn. residues, naphthalene-rich	Aromatic hydrocarbons, distn. residues, naphthalen
98072-53-8	Oils, fish, oxidized, sulfited, sodium salts	 
98072-71-0	Wastewater, petroleum-refining	 
98072-94-7	Ilmenite (FeTiO3), conc.	 
98219-46-6	Naphtha (petroleum), light steam-cracked, debenzenized, thermally treated	Naphtha petroleum light steam-cracked debenzenized
98219-47-7	Naphtha (petroleum), light steam-cracked thermally treated	Naphtha petroleum light steam-cracked thermally tr
98219-66-0	Rosin, maleated, reaction products with formaldehyde	 
98246-87-8	2-oxetanone, 3-C14-16-alkyl-4-C15-17-alkylidene derivatives	 
99035-68-4	Distillates (petroleum), C10-50 used refined	Distillates petroleum C10-50 used refined
99328-47-9	Aluminium oxide (Al2O3), chromium-doped	 
99422-01-2	1,3-Cyclohexanedione, 5-[2-(ethylthio)propyl]-2-(1-oxopropyl)-	 
99636-32-5	2-Propanamine, 1-methoxy-, (2S)-	 
99811-71-9	Glycerides, C4-22 mono- and di-	 
100085-39-0	Glycerides, C8-21 and C8-21-unsatd. mono- and di-, 2-(acetyloxy)-3-hydroxybutanedioates 2,3-bis(acetyloxy)butanedioates	Glycerides, C8-21 and C8-21-unsatd. mono- and di-,
100085-61-8	Protein hydrolyzates, animal	 
100085-62-9	Protein hydrolyzates, microorganism	 
100085-70-9	Schinopsis lorentzii, ext., bisulfited	 
100402-89-9	Silane, trimethoxy[3-(oxiranylmethoxy)propyl]-, reaction products with quartz	Silane, trimethoxy-3-(oxiranylmethoxy)propyl, prod
100656-51-7	Slags, zinc-smelting, sodium contg.	 
100684-25-1	Protein hydrolyzates, wheat gluten	 
100684-27-3	Glycerides, animal, hydrogenated	 
100684-29-5	Glycerides, vegetable-oil, hydrogenated	 
100684-33-1	Petrolatum (petroleum), clay-treated	 
100684-40-0	Residues (petroleum), vacuum distn. residue hydrogenation	Residues petroleum vacuum distn. residue hydrogena
100684-49-9	Slack wax (petroleum), carbon-treated	 
100765-57-9	Pyridinium, 1-(phenylmethyl)-, alkyl derivs., chlorides	 
100995-81-1	Slimes and Sludges, copper electrolytic refining, decopperiz	Slimes and Sludges, copper electrolytic refining,
101013-03-0	Extracts (coal), high-temp. coking condensate alk.	 
101200-47-9	Paraffin oils(C=8-12)	 
101316-44-3	Benzene, (1-methylethyl)-, oxidized, cumene residues, acetophenone fraction	 
101316-45-4	Absorption oils, bicyclo arom. and heterocylic hydrocarbon fraction	 
101316-50-1	Distillates (petroleum), alkene-alkyne manuf. pyrolysis oil, condensed arom. ring-contg.	 
101316-51-2	Distillates (petroleum), alkene-alkyne manuf. pyrolysis oil, heavy fraction	 
101316-52-3	Distillates (petroleum), alkene-alkyne manuf. pyrolysis oil, methylnaphthalene fraction	 
101316-53-4	Distillates (petroleum), alkene-alkyne manuf. pyrolysis oil, naphthalene fraction	 
101316-59-0	Distillates (petroleum), hydrodesulfurized middle coker	Distillates petroleum hydrodesulfurized middle cok
101316-62-5	Extract residues (coal), light oil alk., acid ext., indene fraction	 
101316-68-1	Kerosine (petroleum), cataly.reform,(C8-15)-alkylbenzene fra	 
101316-69-2	Lubricating oils (petroleum), C>25, solvent-extd., deasphalted, dewaxed, hydrogenated	 
101316-70-5	Lubricating oils (petroleum), C17-32, solvent-extd., dewaxed, hydrogenated	 
101316-71-6	Lubricating oils (petroleum), C20-35, solvent-extd., dewaxed, hydrogenated	 
101316-72-7	Lubricating oils (petroleum), C24-50, solvent-extd., dewaxed, hydrogenated	Lubricating oils petroleum C24-50, solvent-extd.,
101316-73-8	Lubricating oils (petroleum), used, noncatalytically refined	Lubricating oils petroleum noncatalytically refine
101316-80-7	Solvent naphtha (petroleum), hydrocracked heavy arom.	Solvent naphtha petroleum hydrocracked heavy arom.
101316-87-4	Tar oils, coal, low-temp.	 
101403-98-9	Fatty acids, palm kernel-oil	 
101631-14-5	Distillates (petroleum), heavy steam-crack	Distillates petroleum heavy steam-crack
101631-19-0	Kerosine (petroleum), hydrotreated	Kerosine petroleum hydrotreated
101631-20-3	Naphtha (petroleum), heavy straight run aromatic-contg.	Naphtha petroleum heavy straight run aromatic-cont
101646-63-3	Benzene, (1-methylpropyl)(phenylmethyl)-	 
101794-97-2	Hydrocarbons, C8-12, catalytic cracker distillates	 
101795-01-1	Naphtha (petroleum), sweetened light	Naphtha petroleum sweetened light
101896-28-0	Hydrocarbons, C8-12, catalytic cracking, chem. neutralized, sweetened	 
102093-68-5	1,3-Benzenediamine, 4-methyl-2,6-bis(methylthio)-	 
102110-14-5	Hydrocarbons, C3-6, C5-rich, steam-cracked naphtha	 
102110-15-6	Hydrocarbons, C5-rich, dicyclopentadiene-contg.	 
102110-43-0	Flue dust, iron- and steel-casting	 
102110-47-4	Hydrocarbons, C>4, waste	 
102110-55-4	Residues (petroleum), steam-cracked light, arom.	Residues petroleum steam-cracked light, arom.
102110-59-8	Slags, elec. furnace smelting, iron silicate	 
102110-60-1	Slimes and Sludges, battery scrap, antimony- and lead-rich	Slimes and Sludges, battery scrap, antimony- and l
102110-67-8	Dust, iron and steel casting and smelting	 
102110-68-9	Waste solids, foundry sand, blasting residues from iron and	Waste solids, foundry sand, blasting residues from
102110-69-0	Waste solids, foundry sand, lost wax process iron and steel	Waste solids, foundry sand, lost wax process iron
102242-51-3	Fatty acids, C6-24 and C6-24-unsatd., distn. residues	Fatty acids, C6-24 and C6-24-unsatd., distn. resid
102242-52-4	Fatty acids, C6-24 & C6-24-unsatd. Me esters distn. residues	Fatty acids, C6-24 & C6-24-unsatd. Me esters distn
102479-87-8	Gases, petroleum, extractive, C3-5, butene-isobutylene-rich, reaction products with butene, isobutylene and methanol, distn. residues	 
105859-97-0	Lignin, alkali, reaction products with disodium sulfite a	 
106990-43-6	1,3,5-Triazine-2,4,6-triamine, N2,N2'-1,2-ethanediylbis[N2-[3-[[4,6-bis[butyl(1,2,2,6,6-pentamethyl-4-piperidinyl)amino]-1,3,5-triazin-2-yl]amino]propyl]-N4,N6-dibutyl-N4,N6-b	 
108083-43-8	Gases, petroleum, extractive, C4-6, isopentene-rich, reaction products with methanol, byproducts from	 
110152-58-4	Lignin, alkali, reaction products with dimethylamine and formaldehyde	 
111109-77-4	Propane, oxybis[methoxy-	 
111163-74-7	Distillates, petroleum, catalytic reformer fractionator residue, low-boiling, sulfonated, sodium salts	 
111381-89-6	Phthalic acid, heptyl-nonyl, branched & linear esters	1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear
111381-90-9	Phthalic acid, heptyl-undecyl, branched & linear esters	1,2-Benzenedicarboxylic acid, heptyl undecyl ester, branched and linear
111879-80-2	Oxacyclohexadec-12-en-2-one, (12E)-	 
111960-92-0	1,6-Hexanediaminium, N,N,N',N'-tetrabutyl-N,N'-diethyl-, dihydroxide	 
112926-00-8	Silica gel, crystal-free	 
112945-52-5	synthetic amorphous silica	 
113706-15-3	Phosphorodithioic acid, mixed O,O-bis(sec-Bu and isooctyl) esters, zinc sal	Phosphorodithioic acid, mixed O,O-bis(sec-Bu and i
114959-46-5	Benzoic acid, 2-hydroxy-, mono-C14-18-alkyl derivs., calcium salts (2:1)	Benzoic acid, 2-hydroxy-, mono-C14-18-alkyl derivs
115733-08-9	Benzene, C14-24-branched and linear alkyl derivs.	 
115733-09-0	Benzenesulfonic acid, C14-24-branched and linear alkyl derivs., calcium sal	Benzenesulfonic acid, C14-24-branched and linear a
115733-10-3	Benzenesulfonic acid, C14-24-branched & linear alkyl derivs., calcium salts, overbased	Benzenesulfonic acid, C14-24-branched & linear Ca
115829-36-2	Benzenesulfonic acid, C14-24-branched and linear alkyl derivs.	Benzenesulfonic acid, C14-24-branched and linear a
117875-77-1	Sulfuric acid, mono-C10-16-alkyl esters, compds.with triethanolamine	 
119345-02-7	Benzene, 1,1'-oxybis-, tetrapropylene derivs.	 
119345-04-9	Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts	Benzene, 1,1'-oxybis-, tetrapropylene derivs., sul
120313-48-6	Alcohols, C12-15-branched and linear, ethoxylated propoxylated	 
120962-03-0	Canola oil	 
121144-97-6	Thiophene-3-ol, 2,4-dimethyl-	 
